employee_id,name,age,role,department,salary,skills,interest,certification,PSA courses attended,job history,years of experience
940,Bernie,33,Fleet Management Officer [Operations],[Operations],8483.54,"Project management, Problem-solving, Communication","Supply chain efficiency, Process optimization",Bachelor of Science (Data Science and Analytics) [Degree],Interpersonal Skills,Business Analyst,15
941,Nicky,24,IT Infrastructure Specialist [IT],[IT],7831.72,"Software development, Problem-solving, Maritime regulations","Engineering innovation, Process optimization",Environmental Earth Systems Sciences [Degree],Interpersonal Skills,Supply Chain Analyst,12
942,Brinn,30,Maritime Safety Officer [Operations],[Operations],10615.75,"Communication, Maritime regulations, Leadership","Process optimization, Supply chain efficiency",Environmental Earth Systems Sciences [Degree],Business Presentations,Freight Forwarder,3
943,Torr,28,Financial Analyst [Finance],[Finance],8668.71,"Software development, Maritime regulations, Project management","Safety improvement, Sustainability",Bachelor of Science [Degree],Adaptability,Freight Forwarder,5
944,Katine,65,Employee Relations Officer [HR],[HR],10859.39,"Technical expertise, Maritime regulations, Project management","Supply chain efficiency, Engineering innovation",Bachelor of Science (Data Science and Analytics) [Degree],Time Management,Customs Broker,19
945,Mallorie,55,Compliance Officer [Admin],[Admin],7261.27,"Problem-solving, Safety protocols, Project management","Sustainability, Technology advancements",Marine Engineering [Diploma],Interpersonal Skills,Shipping Clerk,4
946,Moishe,45,Logistics Coordinator [Operations],[Operations],2497.02,"Software development, Leadership, Problem-solving","Technology advancements, Sustainability",Bachelor of Engineering (Computer Science and Design) [Degree],Critical Thinking,Procurement Specialist,18
947,Doti,62,Vessel Traffic Services Operator [Operations],[Operations],10294.79,"Communication, Software development, Project management","Software development, Engineering innovation",Arts & Design [Diploma],Emotional Intelligence,Warehouse Supervisor,5
948,Dorelle,42,Harbour Master [Operations],[Operations],11693.03,"Software development, Problem-solving, Technical expertise","Technology advancements, Software development",Bachelor of Engineering with Honours in Systems Engineering (ElectroMechanical Systems) [Degree],Time Management,Maritime Engineer,6
949,Sander,39,Employee Relations Officer [HR],[HR],4408.3,"Maritime regulations, Communication, Project management","Technology advancements, Process optimization",Information Systems [Degree],Adaptability,Marine Operations Officer,3
950,Mycah,41,Employee Relations Officer [HR],[HR],6143.57,"Maritime regulations, Technical expertise, Safety protocols","Safety improvement, Marine technology",Bachelor of Science in Marketing [Degree],Emotional Intelligence,Shipping Clerk,12
951,Rolph,45,Port Planner [Operations],[Operations],2860.4,"Software development, Project management, Maritime regulations","Software development, Marine technology",Bachelor of Engineering with Honours in Naval Architecture [Degree],Business Presentations,Data Analyst,5
952,Bar,33,Financial Analyst [Finance],[Finance],7272.99,"Software development, Leadership, Communication","Sustainability, Technology advancements",Civil Engineering [Diploma],Business Presentations,Docking Pilot,13
953,Zuzana,34,Human Resource Development Specialist [HR],[HR],2938.76,"Communication, Safety protocols, Problem-solving","Process optimization, Software development",Bachelor of Science with Honours [Degree],Critical Thinking,Transportation Planner,13
954,Bess,41,Financial Analyst [Finance],[Finance],4344.37,"Communication, Project management, Safety protocols","Process optimization, Safety improvement",Bachelor of Environmental Studies [Degree],Time Management,Operations Manager,4
955,Karola,43,Vessel Traffic Services Operator [Operations],[Operations],6530.19,"Problem-solving, Software development, Leadership","Safety improvement, Engineering innovation",Medicine [Degree],Negotiation Skills,Supply Chain Analyst,6
956,Huntley,19,Port Planner [Operations],[Operations],9848.47,"Communication, Project management, Leadership","Engineering innovation, Process optimization",Business Management (Cum Laude and above) [Degree],Leadership Skills,Warehouse Supervisor,11
957,Gare,23,Budget Officer [Finance],[Finance],10250.47,"Leadership, Project management, Maritime regulations","Software development, Safety improvement",Design and Media [Degree],Critical Thinking,Inventory Manager,3
958,Chrissie,21,Human Resource Development Specialist [HR],[HR],9718.7,"Safety protocols, Technical expertise, Communication","Safety improvement, Engineering innovation",Bachelor of Science (Real Estate) [Degree],Negotiation Skills,Environmental Compliance Officer,13
959,Gonzales,54,Vessel Traffic Services Operator [Operations],[Operations],11346.13,"Communication, Problem-solving, Technical expertise","Sustainability, Engineering innovation",Information Technology [Diploma],Negotiation Skills,Maritime Engineer,1
960,Lori,21,Financial Analyst [Finance],[Finance],5113.25,"Software development, Project management, Leadership","Software development, Technology advancements",Bachelor of Science (Diagnostic Radiography) [Degree],Time Management,Supply Chain Analyst,8
961,Rosaleen,48,Logistics Coordinator [Operations],[Operations],9429.0,"Maritime regulations, Communication, Problem-solving","Engineering innovation, Technology advancements",Business Management (Cum Laude and above) [Degree],Leadership Skills,Freight Forwarder,13
962,Otes,54,Logistics Coordinator [Operations],[Operations],10174.05,"Leadership, Maritime regulations, Technical expertise","Marine technology, Technology advancements",Computer Engineering [Degree],Financial Literacy,Business Analyst,15
963,Monique,55,Budget Officer [Finance],[Finance],10631.83,"Technical expertise, Project management, Problem-solving","Marine technology, Process optimization",Mechanical Engineering [Diploma],Business Presentations,Data Analyst,2
964,Anallise,40,Port Planner [Operations],[Operations],7530.56,"Software development, Technical expertise, Maritime regulations","Safety improvement, Engineering innovation",Perfumery & Cosmetic Science [Diploma],Critical Thinking,Operations Manager,13
965,Rutherford,33,Fleet Management Officer [Operations],[Operations],6604.09,"Project management, Safety protocols, Communication","Safety improvement, Marine technology",Bachelor of Science in Business Analytics [Degree],Business Presentations,Procurement Specialist,4
966,Lexis,44,Port Planner [Operations],[Operations],6816.68,"Safety protocols, Problem-solving, Project management","Marine technology, Safety improvement",Civil Engineering [Diploma],Time Management,Shipping Clerk,7
967,Tammi,41,Harbour Master [Operations],[Operations],8139.97,"Maritime regulations, Project management, Communication","Supply chain efficiency, Sustainability",Banking & Finance [Diploma],Negotiation Skills,Customs Broker,6
968,Araldo,46,Recruitment Specialist [HR],[HR],4880.63,"Project management, Technical expertise, Communication","Engineering innovation, Technology advancements",Banking & Finance [Diploma],Negotiation Skills,Logistics Coordinator,16
969,Demetris,62,Employee Relations Officer [HR],[HR],10288.95,"Software development, Project management, Maritime regulations","Supply chain efficiency, Software development",Bachelor of Science (Radiation Therapy) [Degree],Negotiation Skills,Environmental Compliance Officer,1
970,Ly,30,Logistics Coordinator [Operations],[Operations],2182.62,"Problem-solving, Software development, Technical expertise","Supply chain efficiency, Process optimization",Nautical Studies [Diploma],Critical Thinking,Supply Chain Analyst,10
971,Giorgi,26,IT Infrastructure Specialist [IT],[IT],4012.34,"Maritime regulations, Project management, Software development","Sustainability, Software development",Law [Degree],Negotiation Skills,Data Analyst,15
972,Huntington,34,Recruitment Specialist [HR],[HR],3879.04,"Project management, Technical expertise, Software development","Supply chain efficiency, Process optimization",Bachelor of Law [Degree],Interpersonal Skills,Maritime Engineer,10
973,Yelena,44,Human Resource Development Specialist [HR],[HR],9720.3,"Leadership, Maritime regulations, Software development","Process optimization, Marine technology",Landscape Architecture [Diploma],Financial Literacy,Transportation Planner,5
974,Anselm,26,Compliance Officer [Admin],[Admin],9776.3,"Communication, Safety protocols, Leadership","Technology advancements, Process optimization",Information Technology [Diploma],Interpersonal Skills,Operations Manager,4
975,Milton,23,Budget Officer [Finance],[Finance],2425.5,"Project management, Problem-solving, Technical expertise","Software development, Marine technology",Chemical Engineering [Diploma],Time Management,Supply Chain Analyst,20
976,Alexandre,27,Budget Officer [Finance],[Finance],6684.36,"Technical expertise, Software development, Leadership","Marine technology, Technology advancements",Bachelor of Science (Business Analytics) [Degree],Time Management,Freight Forwarder,9
977,Layla,43,Logistics Coordinator [Operations],[Operations],11250.5,"Software development, Technical expertise, Leadership","Supply chain efficiency, Sustainability",Bachelor of Science (Computational Biology) [Degree],Leadership Skills,Equipment Operator,9
978,Ethelind,37,Marine Operations Officer [Operations],[Operations],11334.55,"Leadership, Maritime regulations, Project management","Software development, Engineering innovation",Materials Engineering [Degree],Leadership Skills,Quality Assurance Specialist,3
979,Muire,19,Budget Officer [Finance],[Finance],9728.43,"Problem-solving, Communication, Software development","Sustainability, Safety improvement",Bachelor of Science (Computational Biology) [Degree],Financial Literacy,Maritime Engineer,5
980,Carmita,26,Logistics Coordinator [Operations],[Operations],3303.35,"Software development, Problem-solving, Project management","Technology advancements, Safety improvement",Data Science and Artificial Intelligence [Degree],Emotional Intelligence,Marine Operations Officer,12
981,Violetta,48,Employee Relations Officer [HR],[HR],8925.03,"Technical expertise, Communication, Leadership","Supply chain efficiency, Process optimization",Sociology [Degree],Leadership Skills,Business Analyst,10
982,Chrissie,64,Human Resource Development Specialist [HR],[HR],10878.89,"Maritime regulations, Problem-solving, Leadership","Process optimization, Safety improvement",Marine Engineering [Diploma],Time Management,Marine Operations Officer,12
983,Sonny,26,Marine Operations Officer [Operations],[Operations],9970.07,"Software development, Communication, Problem-solving","Sustainability, Engineering innovation",Bachelor of Science in Business Analytics [Degree],Emotional Intelligence,Business Analyst,10
